code,name,industry,close_price,ytd_yoy,3m_smooth,6m_smooth,revenue_date
6794,向榮生技,生技醫療業,80.0,47.012347811069866,54.00588711815882,198.29915818078962,2025-12-10
6796,晉弘,生技醫療業,99.5,46.872943832601436,47.25146613417119,47.0066508126416,2025-12-10
6799,來頡,半導體業,83.7,3.740403926239555,3.728505973280331,3.3669047997385166,2025-12-10
6805,富世達,電子零組件業,1545.0,52.29485226281374,53.26850739704411,50.72113580447746,2025-12-10
6806,森崴能源,綠能環保,38.3,52.31823527862238,77.72880973299914,77.2707133072873,2025-12-10
6807,峰源-KY,居家生活,45.85,-10.507377093345116,-8.404133406221977,-4.1407564396422885,2025-12-10
6830,汎銓,其他電子業,166.5,9.553774923670133,8.761225107478507,7.970224989396146,2025-12-10
6834,天二科技,電子零組件業,28.0,16.42410354359818,18.77391922795071,21.919961937565038,2025-12-10
6835,圓裕,電子零組件業,38.7,-0.26505135240432187,1.8978079542920956,3.9347854906002406,2025-12-10
6838,台新藥,生技醫療業,26.65,-38.707469691044196,-4.623706460259064,-4.623706460259064,2025-12-10
6854,錼創科技-KY創,半導體業,134.0,-19.524148274615115,-14.392064104696978,-5.176243810279886,2025-12-10
6861,睿生光電,生技醫療業,57.9,16.53257773582284,15.525646818583683,14.309471534232003,2025-12-10
6862,三集瑞-KY,電子零組件業,157.5,470.8883556440943,742.7413699384354,742.7413699384354,2025-12-10
6863,永道-KY,通信網路業,112.5,-7.632330213911365,-5.218089632062713,-0.06331472065390094,2025-12-10
6869,雲豹能源,綠能環保,93.5,82.15609472606045,85.86167087696136,78.91535755248677,2025-12-10
6873,泓德能源,綠能環保,99.0,-8.803107241305497,-6.122546500539336,-0.7153915958119322,2025-12-10
6885,全福生技,生技醫療業,29.35,,,,2025-12-10
6887,寶綠特-KY,綠能環保,,,,,2025-12-10
6890,來億-KY,運動休閒,254.0,69.97810218011861,85.6152065991581,135.044044750901,2025-12-10
6901,鑽石投資,其他業,16.8,-60.47052419363834,-55.85792693427152,-41.93576185033462,2025-12-10
6902,GOGOLOOK,數位雲端,76.6,18.95031100274476,18.900613844020146,19.085703126940505,2025-12-10
6906,現觀科,數位雲端,83.9,-9.037878457796488,-7.103010919782645,-2.1013108229233097,2025-12-10
6909,創控,半導體業,36.0,,,,2025-12-10
6914,阜爾運通,其他業,145.0,80.0247265786397,90.65768262920619,116.7860966445864,2025-12-10
6916,華凌,光電業,18.65,-1.024573127326589,-1.1020715788330377,0.40299588442406775,2025-12-10
6918,愛派司,生技醫療業,86.6,,,,2025-12-10
6919,康霈*,生技醫療業,160.0,85.73660823282387,115.60657721950552,115.60657721950552,2025-12-10
6923,中台,綠能環保,96.2,251.06055087844976,413.6223688596527,413.6223688596527,2025-12-10
6924,榮惠-KY創,電子零組件業,65.1,1109.0508335456113,1109.0508335456113,1109.0508335456113,2025-12-10
6928,攸泰科技,電腦及週邊設備業,50.5,45.17806549841244,60.035389365814005,83.47673558743156,2025-12-10
6931,青松健康,生技醫療業,64.7,,,,2025-12-10
6933,AMAX-KY,電腦及週邊設備業,151.0,30.386569740584957,32.77815246626278,34.74033717357596,2025-12-10
6936,永鴻生技,生技醫療業,36.3,,,,2025-12-10
6937,天虹,半導體業,215.5,32.23956821075551,31.80807200568529,35.35360417381205,2025-12-10
6944,兆聯實業,綠能環保,708.0,,,,2025-12-10
6949,沛爾生醫-創,生技醫療業,360.0,88.22061240640409,95.36150746232009,108.89564754281268,2025-12-10
6951,青新-創,綠能環保,71.7,82.8560880800886,95.75138032347758,146.46836700024025,2025-12-10
6952,大武山,其他業,43.55,142.4430807801067,153.7655335554514,194.57428558150866,2025-12-10
6955,邦睿生技-創,生技醫療業,151.5,1298.8124181784178,1298.8124181784178,1298.8124181784178,2025-12-10
6957,裕慶-KY,其他業,203.5,82.91933506025411,94.61222541565142,154.73065548205207,2025-12-10
6958,日盛台駿,其他業,15.9,120.34216104773377,159.23337229983585,287.1839097388271,2025-12-10
6962,奕力-KY,半導體業,39.5,951.4781698592568,951.4781698592568,951.4781698592568,2025-12-10
6965,中傑-KY,運動休閒,83.8,,,,2025-12-10
6969,成信實業*-創,綠能環保,30.1,293.01799030344796,439.97665603751017,686.8176861413018,2025-12-10
6988,威力暘-創,汽車工業,12.85,421.51303991053055,644.6888793709147,644.6888793709147,2025-12-10
6994,富威電力,綠能環保,95.2,,,,2025-12-10
7610,聯友金屬-創,綠能環保,111.5,,,,2025-12-10
7631,聚賢研發-創,其他電子業,132.0,,,,2025-12-10
7705,三商餐飲,觀光餐旅,39.95,1228.5237124542573,1228.5237124542573,1228.5237124542573,2025-12-10
7711,永擎,電腦及週邊設備業,263.0,,,,2025-12-10
7721,微程式,數位雲端,51.1,,,,2025-12-10
7722,LINEPAY,數位雲端,569.0,1212.2971138323956,1212.2971138323956,1212.2971138323956,2025-12-10
7730,暉盛-創,半導體業,86.5,,,,2025-12-10
7732,金興精密,汽車工業,41.7,,,,2025-12-10
7736,虎山,汽車工業,89.6,,,,2025-12-10
7740,熙特爾-創,綠能環保,145.0,,,,2025-12-10
7749,意騰-KY,半導體業,447.5,,,,2025-12-10
7750,新代,電機機械,849.0,,,,2025-12-10
7765,中華資安,數位雲端,270.5,,,,2025-12-10
7780,大研生醫,食品工業,162.5,,,,2025-12-10
7786,東方風能,綠能環保,160.0,,,,2025-12-10
